d_affinia_1.txt,"After recent week stay at the Affinia Hotels, I can definitely say i will be coming back. They offer so many in room amenities and services, Just a very comfortable and relaxed place to be. My most enjoyable experience at the Affinia Hotel was the amazing customization they offered, I would recommend Affinia hotels to anyone looking for a nice place to stay ."
d_affinia_10.txt,"Although much too overpriced in my opinion, the hotel is spotless. The staff was very courteous. And the spa service ? Was a God send ! In a relatively flexible location for traveling for sight seeing so I didnt spend major bucks trying to get around the city ! LOVE IT ! Going back for my anniversary"
d_affinia_11.txt,"The Affinia hotel in Chicago was superb. the room service was exemplary and the food, I don't even know were to start. The chef obviously knew what he was doing, I especially loved the seafood, my personal favorite was the shrimp. Aside from this, I loved how beautiful the hotel was. It is definetly a bargain for the price, for that price you would probably get a good 3 star hotel but, I felt as if i was in a $10,000 a night 5 star hotel in the Europe. great bang for your buck. Would recommend it to anybody looking to relax at a great hotel with great amenities in a great city. My friends actually went their a while back because of me. They loved it! I know you will too."
d_affinia_12.txt,"THIS HOTEL IS FANTASTIC. I stayed there on my way through Chicago towards Arizona, and could not believe the great quality of the hotel. I'd have thought I was in a Vegas suite. Really polite staff, great housekeeping, and amazing prices. On my way out, I was telling the manager about how much I'd loved the hotel, and he even offered me an extra night there! You can safely say that my trip was delayed roughly 24 hours."
d_affinia_13.txt,"The Affinia Chicago is a wonderful place to stay, my husband and I stayed there for a week to visit some family and had an amazing time. The rooms were very well organized and comfortable, the staff there are very friendly, and the food there is more then amazing. we are defiantly going back next year."
d_affinia_14.txt,"The magnificent mile in Chicago is a great place to visit, and staying at the Affinia Chicago just made it that much better! The location is awesome - all of the great shopping spots were just moments away, and getting to Navy Pier was a cinch! And the accommodations themselves were wonderful! The hotel lets you completely customize your stay, all the way down to choosing your own pillow! Very impressed overall!"
d_affinia_15.txt,"My stay at the Affinia last weekend was ideal and I can't wait to return. I was in town for a brief personal trip and wanted to have a clean, lovely room near the shopping downtown. Affinia fit the bill. The location was perfect, just one block from the magnificent mile. The decor was modern and sleek, and my room was impeccably clean. They even have a pillow menu! The price was pretty reasonable, too. I'll definitely be back."
d_affinia_16.txt,"We recently completed our first visit to Chicago and were pleasantly surprised by the Affinia Chicago hotel where we stayed. The hotel has gone to great lengths to offer extra services to their guests, including individual pillow choices, complimentary kits with items designed to enhance the city visit,and fine dining in two on-site restaurants, one of them roof-top with amazing city views. I would recommend this hotel to anyone visiting Chicago."
d_affinia_17.txt,"We stayed for two nights for a meeting. It is an upscale chain hotel and was very clean. The service was very good, as the hotel front desk employees were kind and knowledgeable. The rooms are decent sized and have soft mattresses. The restaurant has good seafood, but was a bit expensive. We would come back again. "
d_affinia_18.txt,"I just came back from this awesome, terrific hotel last week, and I have to say-- I loved it! My wife and I were there for a week due to a business meeting, and right when I stepped into the hotel, I knew that this business vacation will be well spent. The customer service was very great, and an employee even guided us toward our room! We were introduced to a fantastically lit room with 2 beds, a flat screen TV, and even free internet access. My wife loved it, and kept on using the free shampoo and body bath soap. When I headed down to the lobby for my conference, I got lost, and asked one of the people who worked there where my meeting might be held. He leaded me to the door, and I was very impressed. There is a fitness center which I went everyday, and this great restaurant called C-House situated nicely next to the hotel lobby, where I had a nice steak and my wife a salad. All in all, I thought that the trip was really worth it, and my stay was very welcoming at the Affinia Chicago. I highly recommend that whenever you visit Chicago you should stay there, you will not regret it. "
