Filename,emotion_tone_Anger_normalized_score,emotion_tone_Anger_word_count,emotion_tone_Cheerfulness_normalized_score,emotion_tone_Cheerfulness_word_count,emotion_tone_Negative_normalized_score,emotion_tone_Negative_word_count,social_tone_Agreeableness_Big5_normalized_score,social_tone_Agreeableness_Big5_word_count,social_tone_Conscientiousness_Big5_normalized_score,social_tone_Conscientiousness_Big5_word_count,social_tone_Openness_Big5_normalized_score,social_tone_Openness_Big5_word_count,writing_tone_Analytical_normalized_score,writing_tone_Analytical_word_count,writing_tone_Confident_normalized_score,writing_tone_Confident_word_count,writing_tone_Tentative_normalized_score,writing_tone_Tentative_word_count
d_hilton_1.txt,0,0,1,7,0,0,1,42,0.644414332,21,0.008179457,63,0,0,1,2,0.83312212,3
d_hilton_10.txt,0,0,0.769576923,3,0,0,0.862269482,23,0.380499686,12,0.052654144,40,0.673140385,3,0.974404396,1,0,0
d_hilton_11.txt,0,0,0.902731007,3,0,0,0.983968393,32,0.987888723,15,0.403825731,49,0,0,0,0,0.285052569,1
d_hilton_12.txt,1,1,0.81,4,0.74,1,0.765615982,44,0.298114639,31,0.096125836,73,0.531800357,4,0,0,0.855294118,4
d_hilton_13.txt,0,0,1,8,0,0,0.966189941,39,0.941457483,27,0.311590659,66,0.19616129,2,1,5,0.517801954,2
d_hilton_14.txt,0,0,0.940713495,4,0.835555556,1,0.980643397,38,0.815945834,24,0.05829294,64,0.715813569,4,0,0,0.227368279,1
d_hilton_15.txt,0,0,0.981799892,8,0.813761283,1,0.98231272,43,0.303202261,19,0.06178893,63,0.446611296,3,1,3,0,0
d_hilton_16.txt,0,0,0.987102738,7,0,0,0.970887769,38,0.366238855,20,0.035687468,57,0.865478363,4,0.953308017,1,0,0
d_hilton_17.txt,0,0,1,6,0,0,0.986520167,41,0.913520323,19,0.038133594,52,0.100954545,1,1,2,0.74,2
d_hilton_18.txt,0,0,0.679851387,3,0,0,0.980419955,32,0.489038285,21,0.030018381,52,0.300761109,2,0.957859649,1,0,0
d_hilton_19.txt,0,0,0.962329553,7,0,0,0.613158077,46,0.968381587,24,0.809811217,75,0.083482369,2,1,3,0,0
d_hilton_2.txt,0,0,0.595561441,2,0,0,0.895423729,16,0.30282214,8,0.077689739,30,0.433546284,2,0.982515944,1,0.404971279,1
d_hilton_20.txt,0,0,0.896173996,5,0,0,0.589797971,32,0.948919002,29,0.887227201,70,0.046573625,1,0.866574074,1,0,0
d_hilton_3.txt,0,0,1,7,0,0,1,28,0.251281308,15,0.007519152,45,0.758839286,3,0,0,0.899904106,3
d_hilton_4.txt,0,0,0.401212585,4,0,0,0.712189671,59,0.961246954,37,0.532655813,105,0.164527081,3,0.672819351,1,0.225492306,2
d_hilton_5.txt,0,0,1,6,0,0,0.98477809,19,1,11,0.083582325,30,0,0,1,1,0,0
